id,NOMBRE,SEXO,FECHA_NAC,deceso,observaciones,nro_chip,socio,enable,clienteId,colorId,razaId,especieId
4800,LOLO,MACHO,2015-01-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3756,7,405,1
4801,SIMON,MACHO,2016-07-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,86,25,112,1
4802,ROCKY,MACHO,2004-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3724,1,326,1
4803,RODOLFO,MACHO,2012-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3757,48,344,2
4804,AMBAR,HEMBRA CASTRADA,2009-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,3,326,1
4805,LULA,HEMBRA,2007-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3756,3,326,1
4806,????,MACHO,2016-08-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3798,3,326,1
4807,SUSANA,HEMBRA,2015-09-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3758,9,333,1
4808,LOLA,HEMBRA,2016-07-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3798,30,163,1
4809,OLIVIA,HEMBRA,2016-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3823,1,326,1
4810,DALIA,HEMBRA,2016-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3759,1,389,1
4811,NEO,MACHO,2016-09-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3799,15,344,2
4812,BENDITO,MACHO,2014-10-31T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3824,25,62,1
4813,MONA,HEMBRA,2016-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3760,1,326,1
4814,TOM,MACHO,2010-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3800,48,344,2
4815,LUISA,HEMBRA,2011-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2578,3,326,1
4816,LILY,HEMBRA,2016-02-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3761,18,326,1
4817,CHIQUI,MACHO,2010-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3752,1,5,1
4818,TAPITA,HEMBRA,2006-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3825,23,326,1
4819,PECAS,MACHO,2016-07-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3433,1,309,1
4820,TOR,MACHO,2016-06-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,3,326,1
4821,CUENTI,MACHO,2015-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1941,25,344,2
4822,MAYA,HEMBRA,2016-07-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3762,23,309,1
4823,TOM,MACHO,2016-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3802,25,344,2
4824,DIVA,HEMBRA,2013-10-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3763,3,330,1
4825,MORFEO,MACHO CASTRADO,2014-11-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1941,3,344,2
4826,LOLI,HEMBRA,2016-08-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3803,1,333,1
4827,POPI,HEMBRA,2012-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3826,2,326,1
4828,ROCKY,MACHO,2015-01-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3764,1,113,1
4829,LUCKY,HEMBRA,2015-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3099,10,326,1
4830,AZU,MACHO CASTRADO,2015-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,1,344,2
4831,GORDIS,HEMBRA,2010-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3765,3,344,2
4832,???,MACHO,2016-08-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3804,7,389,1
4833,MARCIO,MACHO CASTRADO,2011-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3827,1,344,2
4834,BLANCO,MACHO,2014-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,9,344,2
4835,TOBY,MACHO,2010-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3805,9,197,1
4836,BRUNO,MACHO CASTRADO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3827,69,201,2
4837,INDIA,HEMBRA,2014-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3767,23,62,1
4838,RUBIO,MACHO CASTRADO,2014-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3827,15,344,2
4839,OSO,MACHO,2008-08-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3768,30,326,1
4840,LUCAS OVES,MACHO,1999-04-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3806,9,333,1
4841,HURÃ‹N,MACHO CASTRADO,2014-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3827,25,344,2
4842,DOLCE,MACHO,2006-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1951,10,331,1
4843,FIRULAIS,MACHO,2005-01-18T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3807,9,333,1
4844,NEGRO,MACHO,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3828,1,326,1
4845,LOLITA,HEMBRA CASTRADA,2004-09-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3808,10,330,1
4846,FRANKI,MACHO,2016-08-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3769,3,326,1
4847,LILI,HEMBRA,2016-04-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2697,25,62,1
4848,YACKY,MACHO,2015-09-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3809,9,334,1
4849,RINGO,MACHO,2011-11-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3771,22,333,1
4850,SENIZO,MACHO,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3783,1,344,2
4851,JERBACIO,MACHO,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3810,1,326,1
4852,TEO,MACHO,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3771,9,333,1
4853,REX,MACHO,2005-08-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,30,163,1
4854,DORA,HEMBRA CASTRADA,2004-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,10,331,1
4855,FLORA,HEMBRA CASTRADA,2002-07-13T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3772,1,73,2
4856,MAGO,MACHO,2015-12-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3830,4,389,1
4857,CANTINFLAS,MACHO,2013-10-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3812,11,333,1
4858,PANCHO,MACHO,2008-04-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3831,3,340,1
4859,MILOS,MACHO,2011-06-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3813,3,241,1
4860,TEO,MACHO,2016-10-24T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3832,1,333,1
4861,MUMM,MACHO,2010-03-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3814,25,197,1
4862,LEOPOLDO,MACHO,2000-01-31T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3833,9,333,1
4863,TOBY,MACHO,2003-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,30,326,1
4864,FELIPE,MACHO,2006-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3815,3,330,1
4865,TOTO,MACHO,2014-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,344,2
4866,BORAN,MACHO,2016-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2785,3,326,1
4867,ARANDANO,MACHO,2014-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3816,10,345,2
4868,ZEUS,MACHO,2016-04-14T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,10,331,1
4869,DONAT,HEMBRA CASTRADA,2015-08-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3817,1,179,1
4870,OLIVIA,HEMBRA CASTRADA,2005-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3860,33,120,2
4871,CLEO,HEMBRA,2016-09-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3836,1,343,1
4872,TABARE,MACHO,2016-08-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2192,1,338,1
4873,DONNA,HEMBRA,2016-11-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3861,2,392,1
4874,CHIQUITA,HEMBRA CASTRADA,2015-09-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3837,10,361,1
4875,LEON,MACHO CASTRADO,2014-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3818,23,326,1
4876,MORENA,HEMBRA CASTRADA,2013-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,677,3,326,1
4877,SOL,MACHO,2009-05-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2404,25,68,1
4878,LUNA,MACHO,2016-09-25T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3819,41,74,1
4879,MORA,HEMBRA,2016-10-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3862,22,333,1
4880,YACKY,HEMBRA CASTRADA,2016-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3820,18,79,1
4881,GUAPA,HEMBRA,2016-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3839,1,309,1
4882,OSITO,MACHO,2016-11-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3863,22,333,1
4883,PENNY,HEMBRA,2016-09-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3821,2,198,1
4884,CUKY,HEMBRA CASTRADA,2007-08-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3839,1,309,1
4885,BATMAN,MACHO CASTRADO,2013-11-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3864,4,182,1
4886,MILO,MACHO,2016-09-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3822,2,196,1
4887,LUPE,HEMBRA,2008-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3840,2,198,1
4888,TINIEBLAS,HEMBRA,2016-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3741,3,344,2
4889,PAUL,MACHO,2013-10-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3865,10,328,1
4890,RODOLFO,INDEFINIDO,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3841,1,500,16
4891,CARMEN,HEMBRA,2015-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3842,10,340,1
4892,GINGER,HEMBRA,2002-12-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3866,18,32,1
4893,PULGA,HEMBRA CASTRADA,2013-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,96,4,326,1
4894,UMA,HEMBRA CASTRADA,2009-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3843,10,328,1
4895,QUIQUE,MACHO,2009-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3867,1,326,1
4896,INDIA,HEMBRA,2015-07-10T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3906,2,330,1
4897,CATA,HEMBRA CASTRADA,2002-12-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,34,330,1
4898,FLITCH,MACHO,2010-01-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3868,24,334,1
4899,PEPA,HEMBRA,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,326,1
4900,SIN NOMBRE,HEMBRA,2016-04-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3844,4,344,2
4901,ROQUE,MACHO CASTRADO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2336,18,345,2
4902,IRIIS,HEMBRA,2013-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,977,1,113,1
4903,DANA,HEMBRA,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1821,1,62,1
4904,ANGELA,HEMBRA CASTRADA,2016-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2336,1,344,2
4905,KABA,HEMBRA,2011-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,273,23,56,1
4906,TOTA,HEMBRA CASTRADA,2013-11-11T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,3,326,1
4907,MUNA,HEMBRA,2016-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2336,1,344,2
4908,SARITA,HEMBRA CASTRADA,2013-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,331,1
4909,LILU,HEMBRA,2016-03-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,3,392,1
4910,DAN,MACHO,2016-10-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3869,10,193,1
4911,LUISITO,MACHO CASTRADO,2015-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2164,48,344,2
4912,TOTO,MACHO,2015-04-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,1,344,2
4913,FITO,MACHO,2016-11-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3870,39,339,1
4914,FIONA,HEMBRA,2016-10-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3310,2,326,1
4915,EMMA,HEMBRA,2016-10-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3845,1,500,1
4916,COFFEE,MACHO,2016-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3871,18,361,1
4917,DOLLY,HEMBRA,2008-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2137,62,324,1
4918,PACHA,HEMBRA CASTRADA,2009-03-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3846,24,326,1
4919,MALACARA,MACHO,2007-06-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3908,3,330,1
4920,APARICIO,MACHO,2016-08-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,494,10,331,1
4921,LUCHO,MACHO,2015-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,19,1,326,1
4922,PALINO,MACHO CASTRADO,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3600,2,201,2
4923,SHAISCA,HEMBRA,2009-09-07T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3909,7,241,1
4924,SAMMY,MACHO,2016-09-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3847,1,326,1
4925,MANOLO,MACHO,2012-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3910,1,500,1
4926,LUNA,HEMBRA,2005-07-09T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3848,15,326,1
4927,MORA,HEMBRA,2013-10-22T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3872,30,324,1
4928,FLOPI,HEMBRA,2008-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3911,1,333,1
4929,TONTIN,MACHO,2011-07-02T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2822,30,326,1
4930,TOMY,MACHO CASTRADO,2016-11-20T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3912,3,196,1
4931,CUBILLIA,HEMBRA CASTRADA,2006-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,73,1,79,1
4932,MILONGA,HEMBRA CASTRADA,2014-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2900,18,326,1
4933,NERON,MACHO,2014-12-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3913,25,500,1
4934,BEBE,MACHO,2014-10-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3873,24,333,1
4935,DANES,MACHO,2015-12-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3914,3,273,1
4936,FIONA,HEMBRA,2015-12-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3524,30,79,1
4937,RINGO,MACHO,2001-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3915,1,343,1
4938,LARA,MACHO,2016-11-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3524,30,79,1
4939,SANSON,MACHO,2016-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3849,2,389,1
4940,TINA,HEMBRA,2016-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3916,1,500,2
4941,????,MACHO,2016-11-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3524,30,79,1
4942,TOBY,MACHO,2016-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3850,9,334,1
4943,CARLOTTA,HEMBRA,2016-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3811,11,326,1
4944,NERON,MACHO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3851,1,338,1
4945,CHOLITA,HEMBRA,2011-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3917,15,343,1
4946,DANTE,MACHO CASTRADO,2011-08-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3852,1,56,1
4947,ONUR,MACHO,2016-03-04T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3918,30,200,1
4948,MEX,HEMBRA,2012-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,1605,3,334,1
4949,MOCA,HEMBRA CASTRADA,2012-04-16T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3919,15,196,1
4950,CLEO,HEMBRA CASTRADA,2010-11-23T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2636,1,333,1
4951,ROCCO,MACHO,2003-07-26T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3920,3,330,1
4952,HUFF,MACHO CASTRADO,2008-04-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3854,7,352,1
4953,MORA,MACHO CASTRADO,2006-01-06T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3855,9,39,1
4954,GARITO,MACHO,2013-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3856,25,326,1
4955,GAGO,MACHO,2016-11-30T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3874,3,344,2
4956,INDIA,HEMBRA,2016-02-22T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,146,3,328,1
4957,PITER,MACHO,2010-12-12T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,324,1
4958,ARGO,MACHO,2015-08-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3857,30,79,1
4959,CHIQUI,HEMBRA CASTRADA,2009-05-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3831,1,326,1
4960,LUNA,HEMBRA ENTERA,2008-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,498,3,330,1
4961,NEGRITA,HEMBRA CASTRADA,2012-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,294,25,326,1
4962,PLUTO,MACHO,2014-07-27T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3876,3,330,1
4963,PERCY,MACHO CASTRADO,2007-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3921,3,330,1
4964,SIMON,MACHO CASTRADO,2014-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3858,1,326,1
4965,LULI,HEMBRA,2016-09-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3877,1,328,1
4966,LUA,HEMBRA,2013-04-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3922,9,333,1
4967,APU,MACHO,2012-07-29T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3878,24,334,1
4968,MORENA,HEMBRA ENTERA,2007-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3923,4,333,1
4969,ERICA,HEMBRA CASTRADA,2016-01-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3879,25,326,1
4970,LOLA,HEMBRA CASTRADA,2015-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3924,10,328,1
4971,LOLA,HEMBRA,2016-12-04T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2274,1,333,1
4972,OSO,MACHO,2015-06-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3925,56,389,1
4973,MANOLO,MACHO,2016-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3880,16,326,1
4974,CALA,HEMBRA,2013-03-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3880,3,330,1
4975,DUQUE,MACHO CASTRADO,2008-10-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3881,1,326,1
4976,LUCAS,MACHO,2014-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3880,15,326,1
4977,CHIQUITA,HEMBRA,2008-07-08T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3859,48,197,1
4978,NALA,HEMBRA,2016-03-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3882,9,333,1
4979,ESTRELLITA,HEMBRA CASTRADA,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3883,2,326,1
4980,TRUFI,HEMBRA CASTRADA,2005-07-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3884,1,326,1
4981,PESADILLA,MACHO,2005-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,279,3,326,1
4982,CABEZA,MACHO,2011-06-15T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3947,1,338,1
4983,TATI,HEMBRA CASTRADA,2004-02-03T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3928,1,326,1
4984,TINA,INDEFINIDO,2016-02-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,34,500,1
4985,CHAVO,MACHO,2014-12-21T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3948,30,196,1
4986,MADONNA,HEMBRA CASTRADA,2015-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,344,2
4987,ZAZ,INDEFINIDO,2016-12-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,330,1,500,1
4988,NALA,HEMBRA,2016-07-31T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3949,1,162,1
4989,CAMILO,MACHO,2013-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3886,18,328,1
4990,DEPO,MACHO,2010-01-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3930,9,333,1
4991,PALI,MACHO,2016-11-01T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,2331,48,326,1
4992,PERLA,HEMBRA,2015-12-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3931,1,273,1
4993,MORA,HEMBRA,2016-11-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3950,9,57,1
4994,ARTHUR,MACHO,2012-03-17T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,600,18,124,1
4995,PERLA,HEMBRA,2015-12-28T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3932,1,273,1
4996,DORA,HEMBRA,2016-11-05T00:00:00.000Z,1990-01-01,Sin observaciones,000000000,FALSE,TRUE,3933,15,344,2
