id,nombre,sexo,nacimiento,deceso,observaciones,nro_chip,socio,enabled,clienteId,colorId,razaId,especieId
1881,Diana,Hembra,2008-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,705,1,31,1
1882,Morena,Hembra,2020-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,533,1,136,2
1883,Toro,Macho,2010-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,708,1,39,1
1884,Roma,Hembra,2018-01-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,534,1,39,1
1885,Tina,Hembra,2012-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,708,1,29,1
1886,Toto,Macho,2020-11-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,536,1,53,1
1887,Thor,Macho,2019-12-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,536,1,7,1
1888,Gungster,Macho,2020-12-21,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,711,1,44,1
1889,SOFIA,Hembra,2005-09-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,539,1,119,2
1890,BELEN,Hembra,2020-12-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,542,23,5,1
1891,BEBA,Hembra,2014-06-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,545,11,34,1
1892,Pfizer,Macho,2021-02-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,714,1,31,1
1893,GITANA,Hembra,2011-09-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,548,1,45,1
1894,BOZZ,Macho,2013-05-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,717,1,29,1
1895,APOLO,Macho,2021-05-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,717,3,34,1
1896,ROCKY,Macho,2018-03-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,717,1,33,1
1897,BABOO,Macho,2020-08-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,549,1,85,1
1898,CHIVITO,Macho,2020-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,717,1,34,1
1899,TINA,Hembra,2020-10-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,550,1,28,1
1900,NEGRITO,Macho,2009-06-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,551,1,136,2
1901,Bruna,Hembra,2020-09-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,720,1,136,2
1902,KABU,Macho,2009-01-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,553,1,20,1
1903,LILI,Hembra,2011-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,556,1,14,1
1904,PETI,Hembra,2021-03-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,723,23,3,1
1905,Rambo,Macho,2011-10-20,1000-01-01,"Hipersensibilidad a la ranitidina",0000000000,FALSE,TRUE,558,1,28,1
1906,CAPITAN,Macho,2021-04-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,725,1,31,1
1907,Timbó,Macho,2021-07-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,725,3,17,1
1908,TIGRESA,Hembra,2020-10-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,728,1,136,2
1909,DAYSI,Hembra,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,730,1,31,1
1910,LOLI,Hembra,2018-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,730,1,31,2
1911,MILO,Macho,2021-03-03,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,742,1,31,1
1912,Nely,Hembra,2014-01-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,561,1,31,1
1913,WOLFY,Macho,2021-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,745,1,31,1
1914,MALUCA,Hembra,2009-06-21,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,564,1,3,1
1915,Nilo,Macho,2021-04-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,749,1,24,1
1916,GORDO,Macho,2011-04-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,567,1,46,1
1917,THAI,Macho,2015-05-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,569,1,31,1
1918,MANTECA,Macho,2019-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,752,1,10,1
1919,TESLA,Hembra,2020-11-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,570,11,31,1
1920,RICKY,Macho,2019-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,754,1,28,1
1921,YARA,Hembra,2021-10-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,570,4,136,2
1922,MARGARITA,Hembra,2020-12-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,757,1,28,1
1923,Titan,Macho,2019-11-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,571,1,39,1
1924,Simon,Macho,2023-04-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,757,1,56,1
1925,LALA,Hembra,2018-10-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,573,1,55,1
1926,Milo,Macho,2023-04-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,757,1,56,1
1927,ODIN,Macho,2021-02-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,575,1,33,1
1928,Max,Macho,2011-12-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,759,1,28,1
1929,Olivia,Hembra,2016-10-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,577,1,136,2
1930,Bianca,Hembra,2009-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,761,1,119,2
1931,Tito,Macho,2022-01-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,577,3,31,1
1932,Mora,Hembra,2021-01-26,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,578,1,55,1
1933,Mia,Hembra,2011-09-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,763,3,31,1
1934,FLORCITA,Hembra,2014-07-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,579,1,5,1
1935,Panda,Macho,2007-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,764,1,31,1
1936,Tamara,Hembra,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,766,1,31,1
1937,MORITA,Hembra,2019-03-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,769,11,31,1
1938,Yanel,Hembra,2008-08-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,772,1,31,1
1939,Myle,Hembra,2009-01-17,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,818,1,5,1
1940,Ziva,Hembra,2015-06-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,775,1,5,1
1941,Mia,Hembra,2006-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,820,1,5,1
1942,Nello,Macho,2009-12-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,823,3,32,1
1943,Slash,Macho,2011-06-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,777,1,29,1
1944,FLORA,Hembra,2020-07-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,823,1,136,2
1945,CHIFLE,Hembra,2018-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,782,1,28,1
1946,PANCHA,Hembra,2018-08-25,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,827,1,53,1
1947,Rita,Hembra,2019-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,788,11,31,1
1948,KALI,Hembra,2006-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,833,1,31,1
1949,ISIS,Hembra,2004-10-31,2023-04-11,"Sin observaciones",0000000000,FALSE,TRUE,833,1,31,2
1950,JACK,Macho,2013-05-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,791,1,19,1
1951,ELVIEJI,Macho,2010-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,833,3,31,1
1952,MALU,Hembra,2021-04-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,793,1,28,1
1953,Luli,Hembra,2020-04-11,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,833,1,31,1
1954,Lolo,Macho,2020-07-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,833,9,31,1
1955,GAIA,Hembra,2007-04-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,833,4,136,2
1956,Blanca,Hembra,2012-06-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,833,1,31,2
1957,Olivia,Hembra,2000-04-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,836,1,6,1
1958,Emma,Hembra,2017-03-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,838,1,46,1
1959,CATALINA,Hembra,2013-05-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,838,1,31,1
1960,Milo,Macho,2019-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,796,1,19,1
1961,Maika,Hembra,2018-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,803,1,47,1
1962,Lolo,Macho,2017-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,806,1,31,1
1963,Canela,Hembra,2019-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,809,1,136,2
1964,Toro,Macho,2021-12-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,809,1,31,1
1965,Deus,Macho,2021-02-21,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,811,1,41,1
1966,Gioia,Hembra,2020-10-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,816,4,41,1
1967,Venus,Hembra,2020-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,841,1,31,1
1968,Arturo,Macho,2013-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,841,1,136,2
1969,"Don Duna",Macho,2020-06-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,844,10,31,1
1970,Byron,Macho,2014-11-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,846,1,10,1
1971,Mía,Hembra,2008-07-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,846,1,31,1
1972,MAX,Macho,2019-06-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,849,1,50,1
1973,Iru,Macho,2016-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,852,1,136,2
1974,CACHI,Macho,2020-09-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,871,1,31,1
1975,BETO,Macho,2021-04-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,854,10,14,1
1976,Dalton,Macho,2021-10-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,854,1,3,1
1977,Apolo,Macho,2015-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,895,1,136,2
1978,Chombo,Macho,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,858,1,31,1
1979,RAMON,Macho,2019-10-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,897,1,17,1
1980,LLECA,Macho,2021-05-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,860,2,31,1
1981,Cabeza,Macho,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,876,1,36,1
1982,Ernesto,Macho,2015-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,899,1,82,1
1983,Polo,Macho,2020-09-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,877,1,10,1
1984,Lili,Hembra,2021-02-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,901,1,31,2
1985,Petunia,Hembra,2016-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,878,1,31,1
1986,STICH,Macho,2021-05-11,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,878,1,39,1
1987,Inda,Hembra,2008-10-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,907,1,31,1
1988,Fiona,Hembra,2016-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,879,1,31,1
1989,"REY BUMI",Macho,2021-05-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,909,1,53,1
1990,ATHOS,Macho,2020-06-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,879,3,31,1
1991,TITAN,Macho,2017-06-11,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,880,9,1,1
1992,Dudu,Macho,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,910,1,65,1
1993,Mia,Hembra,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,881,1,28,1
1994,Gina,Hembra,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,912,24,119,2
1995,Tuco,Macho,2020-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,882,1,31,1
1996,Muñeca,Hembra,2020-01-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,883,24,17,1
1997,LOLA,Hembra,2017-06-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,912,1,127,2
1998,Rulo,Macho,2012-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,883,10,17,1
1999,ODDIE,Macho,2016-04-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,917,1,79,1
2000,BRISA,Hembra,2021-05-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,883,1,65,1
2001,MARLEY,Macho,2021-04-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,920,1,89,1
2002,Titi,Macho,2023-11-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,883,1,10,1
2003,LOLO,Macho,2015-05-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,884,1,28,1
2004,LUNA,Hembra,2020-08-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,921,1,59,1
2005,SILVESTRE,Macho,2011-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,885,24,119,2
2006,Lola,Hembra,2015-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,926,1,28,1
2007,BOCADITA,Hembra,2006-02-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,886,1,136,2
2008,Sunny,Hembra,2014-05-31,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,931,1,31,1
2009,MATEO,Macho,2016-06-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,888,1,5,1
2010,Maggie,Hembra,2009-01-12,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,934,1,31,1
2011,Nala,Hembra,2020-11-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,890,1,39,1
2012,Brisio,Macho,2018-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,937,1,4,1
2013,THOR,Macho,2020-02-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,892,10,235,1
2014,"Luffy Firulais",Macho,2020-10-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,894,1,10,1
2015,Chanel,Hembra,2016-11-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,939,1,5,1
2016,Zuri,Hembra,2021-05-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,896,1,5,1
2017,Tami,Hembra,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,945,9,28,1
2018,MILA,Hembra,2016-08-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,902,1,31,1
2019,Atilio,Macho,2020-01-16,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,958,1,39,1
2020,Shaiky,Macho,2018-11-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,903,1,124,2
2021,Kirtan,Macho,2019-11-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,743,1,31,1
2022,Beni,Macho,2019-11-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,903,1,51,2
2023,Pey,Macho,2015-12-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,747,9,28,1
2024,PEPA,Hembra,2021-04-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,905,1,39,1
2025,CLHOE,Hembra,2021-06-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,750,1,84,1
2026,Lua,Hembra,2013-03-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,634,1,135,1
2027,OLGA,Hembra,2019-12-03,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,753,1,39,1
2028,Osito,Macho,2021-05-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,636,1,20,1
2029,MACHIAVELLI,Macho,2006-07-01,2021-01-01,"Sin observaciones",0000000000,FALSE,TRUE,756,1,382,1
2030,HOMERO,Macho,2015-08-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,639,1,43,1
2031,ZOE,Hembra,2022-07-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,756,1,63,1
2032,CLARITA,Hembra,2006-06-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,644,1,31,1
2033,Luci,Hembra,2022-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,644,1,6,1
2034,CUCHO,Macho,2016-08-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,768,1,45,1
2035,YOGUI,Macho,2012-04-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,647,1,28,1
2036,Camote,Macho,2022-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,768,1,41,1
2037,"MITI MITI",Hembra,2021-03-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,648,1,136,2
2038,Timoteo,Macho,2012-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,768,1,33,1
2039,Canela,Hembra,2019-10-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,651,1,76,1
2040,Primo,Hembra,2022-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,768,1,136,2
2041,Alverto,Macho,2015-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,653,1,31,1
2042,Fina,Hembra,2012-01-02,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,656,1,52,1
2043,Tyson,Macho,2021-06-09,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,771,1,39,1
2044,OLLI,Macho,2021-01-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,659,1,41,1
2045,JAGGER,Macho,2021-06-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,774,1,47,1
2046,JACK,Macho,2021-01-30,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,659,1,41,1
2047,Mishi,Macho,2016-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,778,1,136,2
2048,Cookie,Hembra,2011-04-27,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,662,1,28,1
2049,CHAI,Macho,2021-06-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,779,1,29,1
2050,Rocky,Macho,2020-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,664,1,31,1
2051,mimi,Macho,2020-08-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,781,1,31,2
2052,Rocco,Macho,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,667,1,43,1
2053,Walter,Macho,2021-03-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,668,1,3,1
2054,Lupe,Hembra,2017-07-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,781,1,31,1
2055,Koda,Macho,2021-02-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,671,1,31,1
2056,MICKI,Macho,2022-10-26,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,781,1,31,1
2057,ANNA,Hembra,2019-07-22,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,674,9,12,1
2058,CHOPO,Macho,2017-12-23,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,783,1,80,1
2059,Coco,Macho,2021-04-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,677,1,71,1
2060,Cleopatra,Hembra,2023-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,677,1,31,1
2061,SOFI,Hembra,2015-09-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,784,1,28,1
2062,Jacques,Macho,2013-06-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,680,1,39,1
2063,Cloe,Hembra,2009-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,786,1,5,1
2064,CLARA,Hembra,2014-10-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,683,1,31,1
2065,Larry,Macho,2010-06-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,786,1,5,1
2066,Emma,Hembra,2016-01-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,686,1,29,1
2067,GEMA,Hembra,2019-11-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,789,1,36,1
2068,Brahma,Hembra,2018-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,686,1,31,1
2069,RUNA,Hembra,2021-04-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,792,1,19,1
2070,Shakti,Hembra,2017-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,686,1,127,2
2071,Clarita,Hembra,2020-07-28,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,688,1,28,1
2072,ALLEGRA,Hembra,2010-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,795,1,10,1
2073,Yagua,Hembra,2010-01-01,2022-11-01,"Sin observaciones",0000000000,FALSE,TRUE,691,1,43,1
2074,Kimbo,Macho,2013-02-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,798,1,46,1
2075,Milka,Hembra,2011-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,691,1,31,1
2076,Lulu,Macho,2008-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,799,1,81,1
2077,Kamba,Hembra,2023-07-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,691,1,43,1
2078,HALIF,Macho,2008-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,799,4,81,1
2079,LEON,Macho,2021-03-29,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,693,1,135,1
2080,PONCHO,Macho,2021-05-18,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,800,1,26,1
2081,Milo,Macho,2015-05-25,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,695,1,77,1
2082,Cabari,Macho,2013-04-19,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,801,1,41,1
2083,Amon,Macho,2013-04-19,2023-05-23,"Sin observaciones",0000000000,FALSE,TRUE,801,1,41,1
2084,ANGIE,Hembra,2009-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,802,1,29,1
2085,Oreo,Macho,2020-11-21,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,804,1,39,1
2086,OREO,Macho,2014-08-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,808,25,41,1
2087,Sarabi,Hembra,2020-04-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,810,1,52,1
2088,STUKA,Hembra,2021-03-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,813,1,31,1
2089,TCHAICOVSKY,Macho,2019-05-08,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,815,1,124,2
2090,MILA,Hembra,2021-06-13,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,817,1,19,1
2091,Valery,Hembra,2021-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,697,1,28,1
2092,MAI,Hembra,2015-08-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,819,1,30,1
2093,Cala,Hembra,2021-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,697,1,103,1
2094,TOBY,Macho,2009-09-04,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,821,1,28,1
2095,Roco,Macho,2014-08-24,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,700,1,28,1
2096,TOBY,Macho,2010-06-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,824,1,28,1
2097,Toto,Macho,2008-03-15,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,704,1,14,1
2098,Rodolfo,Macho,2021-07-10,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,826,1,31,1
2099,Ramon,Macho,2021-03-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,706,1,74,1
2100,LUNA,Hembra,2015-05-05,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,828,1,6,1
2101,Cepe,Macho,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,709,1,43,1
2102,Negrito,Macho,2020-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,712,1,31,2
2103,BAT,Macho,2021-06-06,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,829,1,20,1
2104,Gigi,Hembra,2014-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,831,1,24,1
2105,China,Hembra,2014-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,713,1,31,1
2106,Simba,Macho,2012-12-26,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,716,1,124,2
2107,Mia,Hembra,2011-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,834,1,31,1
2108,PIKY,Hembra,2021-06-03,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,837,1,19,1
2109,DAISY,Hembra,2015-12-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,719,1,31,1
2110,Bernarda,Hembra,2020-12-20,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,722,1,136,2
2111,COLITA,Macho,2021-06-14,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,839,1,28,1
2112,NINA,Hembra,2018-04-07,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,724,1,17,1
2113,LUNA,Hembra,2021-06-03,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,840,1,136,2
2114,Perlita,Hembra,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,727,1,28,1
2115,TOTO,Macho,2021-06-25,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,842,1,10,1
2116,Valentina,Hembra,2013-01-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,729,1,12,1
2117,Blacky,Hembra,2021-07-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,843,1,41,1
2118,Chivito,Macho,2020-11-01,1000-01-01,"Sin observaciones",0000000000,FALSE,TRUE,732,1,34,1
